source,question,answer,rating
,#      #      # #  # # #     #   #  #  #   # #     ##    ## #  ##   ### #  # # #### ##  # #   # ### #      # #  # # #    #  ##  # ##      # ### #    # # ##     ### #### #   #S #          ###  # #      # # #  #   # #       #   ##### #   #  # #  ##   # ##  # ## #  ###  #           ###       ##     ## ##    ### ##  ##     # ## #   #    #     ####    # # # #    #      #  ##   #    #     # ##  ###  ###         #  # #    # ##     ### ### #  #####   #       ## ## #       # #  # #    # # ##  #  #   #    #      #  ## # ## ##  #    # #          #  #         #  #       ####   # #      # ## ###  ####   ### #   ##  # # # ###   #    #   #     #  #  #  # # # ## #    #   # ##  ###      #### #   ### #    ## #  ## #     ### #  #  #  ### # #  ##     #  ## #     ##    #  ###   ##      ##        ## ## #  #   #   #      #     ## ####      #  ##   #  ###     # ###    #    ####    G      #  ## ###   #  ### #   ,# ooo  #ooo   # #  # # #     #  o#oo#oo#oo # #     ##    ## # o##ooo###o#  # # #### ##  # # o # ### #oo    # #  # # #    #o ##  # ##oo    # ### #ooo # #o##     ###o#### #   #So#o    oo   ###  #o#      # # # o#   #o#       #o  ##### #   #o # # o##   # ##o # ## #  ###oo#    o      ###oooo   ##ooooo## ## o  ### ##  ##o    #o## #   #  o #     #### o  # #o# #    #  ooo #  ##   #o   # oooo# ##  ###o ###      oo #  # #o   # ##  ooo### ### #o ##### o #       ##o## #     o # #  #o#    # # ##oo#  #   #ooo #   o  #  ## # ##o##  #    #o#   oo     #  #   o     #  # oooooo####   # #oooo  # ## ###  ####   ### #  o##  # # # ###   #    #   # ooo #  #  #  # # # ## #    #ooo# ##  ###      #### #   ###o#    ## #  ## #     ### #  # o#  ### # #  ##     #  ## #   o ##    #  ###   ##      ##   o    ## ## #  #   #   #      #ooo  ## ####      #  ##   #  ###o    # ###    #    ####    Gooo   #  ## ###   #  ### #   ,119
,  #        #  # # #  #       ##     ## #     #   ### # S ##   ##  ###        ###    ## #      # # #   #   #    # #  #  ### #  #  ###  ## # #       #  ##  #   #  #    ######   ##           #  #    #   #  #              #    # #  ##### #     #    #  ##   # # #  #   ## #  # ##    #      #    # ##      # ##    #G    ####            #  #   #  #  #  # #    # ####        # # ##    ##  # # ##   ##     # ## ###  #      #        #  #  #      ##    #   #  #       ## ###     #   #  ##   #  #           # # #  ## #  #   # ###     # ##  ##  #   # # # #  #     #   ##  #  #    #     #  ##   #  #   #     # #             #       #  #    #  ##     #   # # #  ##       #  ## #   # ##  # #####   ##   ##  # ##      #### ## ##  #  #  # ## ##  #  #    #   # #     #  ##         ##          # # #####   ###       # #    # #  #      # ##       # #   # #  ####   #    #     #   #   #   # #### #     # ##   ##    #   #  ,  #  oooooo#  # # #  #ooo    ##    o## #o    #   ###o#oS ##   ## o### oooo   ###  o ## #      #o# #   #o  #    #o#  #  ### # o#  ### o## # #  o    #  ##  #o  #  # o  ######ooo##        o  #  #oo  #   #  #oo        oo  #   o# #  ##### #oo   #   o#  ##  o# # #  #   ##o#  # ##o   #   o  #    # ##  o   # ##o   #Gooo ####    ooooo   #  #o  #  #  #  # #   o# ####     o  # # ##    ##  #o# ##   ##  o  # ## ###  #   oo #        #o #  #      ##   o#   #  #    o  ## ###     #  o#  ##   #  #oooo       # # # o## #  #   # ###o    # ##  ## o#   # # # #  # oo  #   ##  # o#    #     #  ##o  #  #   # oo  # #           o #       # o#    #  ##     #oo # # #  ## o     #  ## #   #o##  # ##### oo##   ##  # ##  o   #### ## ##o #  #  # ## ## o#  #    #   #o#     #  ##    ooo  ## ooooooo  # # #####   ###ooooooo# #    # #  #      # ##       # #   # #  ####   #    #     #   #   #   # #### #     # ##   ##    #   #  ,110
, ######     ##  # #   G   #   #  ## ##    # #    #    ##   # ##           # #  ##   ##   ## # #     #### #  ## #     # #         ###  ####     #   ###   ## ##    # # # # ##     ## #  #  #####  ## ###  ### # # #   ###  # ##    ###  #  #   #  #    #  ###  ##     ## # #  ##   ####   #    ### ##  #  ##   # #      #     ## #     ##   ##   ###  ###  # ##  # #   #  ##  # ## ##      #      ## # #    #  #  #  #  ###  #   ## ### # ##     # ##   ###### #  #### #     #  ##    #       # # # #  # ##   # ##   #  ## #    ####  #       # ##    # # ###  #        #       # ##  ###    ### # ## ####    ## ##    #     #    # ### #  ##  #   #   ### #   # #  #   ##  # # ##      # ##     ###   #      # ##       #    # ##  #  # ###  ##     #    ##    #  #        #####      #   ###  # #S ## # # # #     #       # ## ##  #       ##   #   #     ## ## # #  #   #    # #    # #           #    # # #                 ### #, ######     ##  # #   G   #   #  ## ##    # #    #  o ##   # ##           # #  ## o ##   ## # #     #### #  ## #o    # #  ooooooo###  ####    o#   ###  o## ##oooo# # # # ##ooooo## # o#  #####oo## ###  ### #o# #  o###  # ##o   ###  #  #oo #  #o   #  ###o ##     ## #o#  ## oo####   #o   ### ##  #o ##   #o#ooooo #ooo  ## #  ooo##   ##ooo###o ###o # ##  #o#   #  ##  # ##o##  oo  #    o ## # #    #  #o #  #oo###  #ooo## ### # ##  ooo# ##o  ######o#  #### #     #o ## oo #  oooo # # # #  # ## o # ##ooo# o## #    ####  #   oo  # ##oooo# # ###  #        #oooo   # ##  ###    ### # ## ####oo  ## ##    #     #    # ### #o ##  #   #   ### #   # #  #  o##  # # ##      # ##     ### o #      # ##       #    # ## o#  # ###  ##     #    ##    #o #  oooooo#####      #   ### o# #So## #o# # #     #       #o## ##  # o     ##   #   #   oo## ## # #o #   #    # #    #o#       ooo #    # # #       oooooooooo### #,128
, # ##  #         ##  #    # #  #       ##    # #      ##   ## # ### #     #  ### #    ## #    #     # # #####   ###  #  #    ##   ##   # # #  ##  # # #  #  #  #  #  #   # #     ##  ###   ## # #   ##    #      # #  # #     ## ##        ##   #   # #  #  #    # #  # ##       #   # ##  #  #     ###  ###  ##     ## S #   #    #  ##### # #    ########  ## # #   # #         #   #    # #  ### # # # #   # ##  ### #    # ##  ##  #  ## #  #### #  ### #     ##  # #   #  # ###  #      #   ## # #     ###        #  ## ###    ###   #  #    #  ##  #    ##  #  ##   ##      #   ##  ## #  ##  #     ######      ##  ##### #      ### #  ####          ##  #        ## #   #      ###    #   ## # # #      ##  ##   ## # ### #       ### ### #   #   # ## # #   ##        #  # G  ##      ##  # #    # #   # #     ##    ##   ##  # ## #     #  ##  # #     # #      #   # #  ######    # #### #      ###  #   # ##    ##  ## #, # ##  #         ##  #    # #  # ooooo ##    # #      ##   ## #o###o#ooooo#  ### #    ## #   o#  ooo# #o#####   ###  #  #  oo##   ## o # # #  ##  # # #  #o #  #  #o #   # #     ##  ###oo ## # #oo ##    # oooo # #  #o# ooo ##o##    oooo##o  #   #o# o#oo# o  # # o# ##oo     # o #o##o #oo#ooooo###oo###  ## oooo##oS #ooo#    # o##### # #    ########  ## # #ooo# #         #   #    # #  ###o# # # #   # ##  ### #    # ##o ##  #  ## #  #### #  ### # oo  ##  # #   #  # ###  #    oo#   ## # #     ###        # o## ###    ###   #  #    #  ##o #    ##  #  ##   ##      #  o##  ## #  ##  #     ######   oo ##  ##### #      ### #  ####oo        ##  #  oooooo## #   #o     ###    #ooo## #o# # ooooo##  ##   ## #o### # oooooo### ### #   #   #o## # #   ##        #  # Go ##o     ##  # #    # #   # #ooooo##    ##   ##  # ## #     #  ##  # #     # #      #   # #  ######    # #### #      ###  #   # ##    ##  ## #,118
, #    # #      # ####  #  # ### #   ##  #    ##### #    #   #  #   #     #  ##     ##   #  #   #    # ##     # #   ## #   ###     # ### # ##    # ### #####     ##   # # ##### ##   ###   # # # ### ###      #     #      ##       ## # ##    ##  ## ###  # # ## #     #  #   # #   #   ####  #  #    # # #   #   ##     #  #   ####        #       ####  # ### #     #  # ##    #### ## #         #   ##   ##   ##  # #              ####   #      ##       #  # ### ##     # ##  ## ###   #  # # #   #      #   #    #   # # # #     # ##     ##     #     ##     #   #    ###   #            #     # ##  #  #     #  ##  # #      #  # # #  ##  # #     # #     #   ##    #  #             #######  #    ###     #   ##   #  #   #      #     ## # # #     #  # #    # # #  # ### ## #   #     ##  ##     ### # ##    ###        # # #   # ##G ### #   #  # #S #            ##  #     ##     #  #     ##  #   #       # #       #, #    # #      # ####  #  # ### #   ##  # ooo##### #oooo#ooo#  #   # oooo#o ##ooooo##ooo#o #   #   o# ##ooooo# #   ## #o  ###    o# ### # ##    # ###o#####  ooo##   # # ##### ##  o###   #o# # ### ###      # ooo #  oooo##       ## # ##   o##  ##o###  # # ## #     #  #o  # # o #   ####  #  #    # #o#   # o ##     #  #   ####   o    # oo    ####  # ### #   oo#  # ##oooo#### ## #        o#   ##   ##o  ##  # #      ooo     ####  o#      ##      o#  # ### ##  o  # ##  ## ### o #  # # #   #o     #   #    #o  # # # #   oo# ##     ##    o#     ##  ooo#   #    ###   #o        ooo#     # ##  #  #ooo  #  ## o# #      #  # # # o##  # #   o # #     #   ##   o#  #    ooo      #######  #  o ###   oo#   ##   #  #   #   o  #    o## # # #     #  # #  o # # # o# ### ## #   #     ##o ##    o### # ##    ###      o # # # o # ##G ### #   #  # #S #     ooooooo##  #     ##     #  #     ##  #   #       # #       #,111
,#  # #       ## #         #   #  #  ###           # #   ####  #   # #  #  # # ###  ##  #G #  #    ##   ##  #  ## #      # # ### # ##  ##  ##    #    # #  #     ##       #### # #####    ## #      ##   # # ##    #    #   ##  ##  #    ##    #   #     #  ##  ## ####     #  ## #  #   #  # # ####   ## ##  ##  ##   #  #            #  ##   ##### #  # # ###   #    ####  #  # # #      ## #   # ## #     #   ##  #S # ## #   ##    ####  #   #  # # # # ##   # #    #     ####   ###  # #      # #  #  ##  ## # # # ##  ##      ##  # ###   ##  #       ## ##  ## # #     # #    ##  #  #  #      #      ### #       ##     #  # ### ##      ####   # #  #    ### ##  #   #  #     ## #     ## #    ###   # # #    #       ######    ##   # # ##  ##    #  #     ##    ## #   ####  #  # ##  #     ## ## ## ##     ## ##   #      ## #   # #  #      #      # # #  #   ###   # ###    ## #   ### ## #  # ### #     ## ###  #   # ,#  # #       ## #  ooooo  #   #  #  ###    ooooooo# #ooo####  #   # #  #oo# # ###  ##o #G #  #    ##  o##  #  ## # oooo # # ### # ##o ##  ##    #    # #  #  ooo##o      #### # #####    ##o#oooo  ##   # # ##    #    # o ##  ##  #    ##    #   #  ooo#  ##  ## ####     #  ## #oo#   #  # # ####   ## ##  ##oo##   #  #  ooooo     #  ##  o##### #  # #o###ooo#    #### o#  # # #    o ## #oo # ## #ooo  #   ##  #So# ## #ooo##   o####  #   #  # # # # ##oo # #o   #     ####   ###  # #o    o# #  #  ##  ## # # # ## o##  oooo##  # ###   ##  #    o  ## ##oo## # #     # #    ##o #  #  #oooo  #      ### #oooo   ##     #o # ### ##oooooo####   # #  # o  ### ## o#   #  #     ## #  o  ## #   o###   # # #    #   o   ######o   ##   # # ##  ## o  #  #  oo ##    ## #   #### o#  # ## o#     ## ## ## ##   o ## ##  o#      ## #   # #  #oooooo# oo   # # #  #   ###   # ###oooo## #   ### ## #  # ### #     ## ###  #   # ,119
,#  ##  # #      ##  #     #  #  # ##        #  #     #    ### # # ### #         #####  #   # ## ### ###    ####       ###    #       ### #   #  #    # # # # #  ##    #           # ##  #     ##   # ##    # # ###    # ##### #   # ##   # ## #      ##   #        #   #     ### #  # ##      # ##  # #   # #   #      #       # # # #   #  #     #  #####  ##   ## #S     #### #         ## ##   ##   #    #  # # #   #### #    ##  ### ###   ###   #    #   #  ##  # # #  ##   #   ##  #  ## ###   # #   #  ## #     # ###  #### ### #  #  ##  ####   ## #     ##      #  #     ########      #####   ## # ##  ####G   #    #########   #  #   ## ## # # #   ## ####  #  # ##     #      ###    ##    # #    # #   #   # #     #     #   #  #       ### #       # #     # ##  # #        #           #  #     ### ###   #   #         #       # ###  ###  ### #   # #   # # ####  ###  # ###   # #  # #             # #   #       ,#  ##  # #      ##  # ooo #  #  # ##   ooo  #  # oooo#oo  ### # # ###o#ooooooooo#####o #   # ## ###o###    ####    o  ###    #   oooo### #   #  #o   # # # # #  ##o   #       oo  # ##  #     ##oo # ##    #o# ###    # ##### #o  # ##   #o## #      ##   #  o     #   #oo   ### #  # ##oooo  # ##  # #oo # #ooo#  oooo#       # # # #oo # o#ooooo#  #####  ##   ## #S   oo#### #         ## ##   ##   #ooo #  # # #   #### #    ##  ###o###   ###   #    #   #  ##  #o# #  ##   #   ##  #  ## ###  o# #   #  ## #     # ###  ####o### #  #  ##  ####   ## #    o##      #  #     ########    o #####   ## # ##  ####G   #  o #########   #  #   ##o## # #o#   ## ####  #  # ## oo  #   o  ###    ##    # # ooo# #   #o  # #     #     #  o#  #     oo### # ooo   # #   o # ##  # #oooooooo#ooooooooooo#  #     ### ###   #   #         #       # ###  ###  ### #   # #   # # ####  ###  # ###   # #  # #             # #   #       ,111
,   # #      #  #    #      #####   ### ##           ##        # # #   ##         ##   # #      # #  ##     # #  # #   # ###  # ## # ##  ##  ## #  ##### #     #    ###  ##     ######### ##   #  #    #     ### ## #### #    # #   #     #  # # ##   # # #  ### ##        ###    # # #  # #  #  ##   #   ##  # ##      # # # #   ##  #  #  ##       ##    #      # ##  #   #    #  ### #  #  ##    # #     #  # ##   #    # ### # # #  # #     # # ## # #     #  # #     # #  # #  ##    ##  ######      ## #   #  ##     ## #      ### ## # ## ## #   ###  ###     #  #  #   ## #  ##   ##        ##   #       #        #  ##    ##     # #  # # ####     #        ##   #  #    ##   #    #   # # #  #   # ##    ## ###    #          # # # ##   ### #  ##   ##      # #####      #  ###     #  #   #       #    # #  #  #   ### ## G ## ###  # ###  #   # # #S  ###  #    #   #   ## ## # #   ###   ###  #  # # #   #  # #    #   ,   # #  oooo#  #    #oooo  #####   ###o##ooooooooooo##o       # # # o ##         ## oo# #      # #oo##     # #  # #o  # ###  # ##o# ##  ##  ## #oo##### #     #o   ###  ##   oo######### ##  o#  #    #   oo### ## #### # oo # #   #    o#  # # ##   # #o#  ### ##    ooo ###    # # #o # #  #  ##   #o  ##  # ##   o  # # # #   ## o#  #  ##    oo ##    #      #o##  #   #   o#  ### #  #  ## oo # #     # o# ##   #    # ###o# # #  # #oo   # # ## # #    o#  # #    o# #  # #  ##    ##o ######  oo  ## #   #  ##   oo## #     o### ## # ## ## # oo###  ###  o  #  #  #   ## # o##   ##    oo  ##   #       #o       #  ##o   ##     # #  #o# ####     #ooooooo ##   #  #oooo##   #    #   #o# #  #   # ##oooo## ###    # ooooo    # # # ##o  ### #  ##   ##ooooo # #####o     #  ###     #  #oo #  oooo #    # #  #  #   ###o## Go## ###  # ###  #   # # #S  ###  #    #   #   ## ## # #   ###   ###  #  # # #   #  # #    #   ,112
, #    # ##    # #        ##  #   #    ## #    #    # ##   #        #   ###    # #  ###  # #  ### #       # # #     #     # # #     # ### #        #   #  #  #    #  ###  # ### # ##  #   # #    # #  ##        # #   #  #  # # ##   #     ##  ###   #      #  #    #  #   ##    # ##    #    #  ####       #### #### # #####   ##         ##  G # # # #### # #### ## #  # #  ##  #  ## # #    ###      #  ####   # #       #    #  # ##    # ##  ###   ## ### #      ## ##   # # # #  #    # # # ##  ###      #  #     ### #  # ## #  #     #  ###      #    S##  # ##       #   #   #          #   #       #  # #  #  # ##   ##  #    ### # #      #     #  # #  ##   # # #     ##     ## #   #  ###   # ##       #  #    ###   #  #####  # # # # #   # # # ###   #  #    # ###       ####  ## ## ##  #   #### # #    #    # # ##  ##  ### #  #  #     #         #  # ##   #  # # ##  ### #  #    #    # ## #  #    ###  #  #   #  , #    # ##    # #   ooo  ##  #   #    ## #    #oooo#o##   #        #   ###oooo# # o###  # #  ### #  ooooo# # #  o  #     # # #    o# ### #    ooo #   #  #  #   o#  ###  # ###o# ##  #ooo# #  o # #  ##    oo  # #  o#oo#  #o# ##   #    o##  ### oo#oooooo#  #    #  #o  ##    #o##    #    #  #### o     ####o#### # #####   ##  oooo   ## oG # # # #### # #### ##o#  # #  ##  #  ## # #    ### oo   #  ####   # #       #    #o # ##    # ##  ###   ## ### #oo    ## ##   # # # #  #    # #o# ##  ###      #  #     ### #o # ## #  #     #  ###      # o  S##  # ##       #   #   #  o  ooo  #   #       #  # #  #oo# ##ooo##  #    ### # #    oo#     #oo# #  ##   # # #    o##     ##o#   #  ###   # ##  o    #  # o  ###   #  #####  #o# # # #  o# # # ###   #  # ooo# ###    oo ####  ## ## ##oo#   #### # #ooo # ooo# # ## o##  ### #  #  #ooooo#ooooooooo#  # ##   #  # # ##  ### #  #    #    # ## #  #    ###  #  #   #  ,111
,    ##      ##   # ##G  #### # # #####  #   #   ## #    #  #  ##     #   #      #     # #  #       #  #  # ###   #       ##     ### #  #  #  ####  #   #      ##      #   #  # # # #        #  #       #  # #### #  #  ### ## # #  #  # ## ## ### ##      # # ##   #   # ##  # #  ###     ## ## ## ####  # ###  ###   #  ## #     ##  #### ### #  #        ### # ####  # ##### ##      ### ###  # # #    ###  #     #     #   ### #   ##  ##   ##    #  # #         ##   #       # #   # ##   # ##  #  ## # #       #    # #   # ##      # #  # ##        #    ## ##      #  # # ### #         #    ##       #  # #   # # #  #  ##        #    #     # ## # ###  #   # ###   #   #   # # # #   ##  ## ##  #S   ##        #   ## ##  #   #   #### # ##     #  #   ##  # ##   #    ##    ## #    # #  # ##  #   #  # # ###   ### #  # # #    ##  ##       #    # ###  #  ##### # #    # # #     # ######   ### # # #              ##  ,    ##   ooo##   # ##Go #### # # #####oo#o  #   ## #o   #  #  ##    o# o #      # o   # #  #     oo# o#  # ###ooo#       ##    o###o#  #  #oo####  #   #     o## oo   # oo#  # # # #    oooo#  #ooooooo#  # #### #  # o### ## # #  #  # ## ## ### ##oooo  # # ##   #   # ##  # #  ###o    ## ## ## ####  # ###  ###ooo#  ## #     ##  #### ### #  #o       ### # ####  # ##### ##o     ### ###  # # #    ###  #o    #     #   ### #   ##  ## o ##    #  # #         ##   # o     # #   # ##   # ##  #  ##o# #       #    # #   # ##    o # #  # ##ooooooo #    ## ## oooo #  # #o### #o        #    ##o      #o # # o # # #  #  ##ooo     # o  #  o  # ## # ### o#   # ###o  #  o#   # # # #  o##  ## ##o #Sooo##        # oo## ##  # o #   #### # ##   oo#  #   ## o# ##   #    ##   o## #    # #o # ##  #   #  # #o###   ### #o # # #    ##  ## oooooo#    #o###  #  ##### # #    #o# #   o # ######   ### # # # oooooooo     ##  ,111
